date,search_term,trend_value,region
2021-04-01,COVID vaccine booking,49,India
2021-04-02,COVID vaccine booking,63,India
2021-04-03,COVID vaccine booking,37,India
2021-04-04,COVID vaccine booking,36,India
2021-04-05,COVID vaccine booking,44,India
2021-04-06,COVID vaccine booking,60,India
2021-04-07,COVID vaccine booking,34,India
2021-04-08,COVID vaccine booking,21,India
2021-04-09,COVID vaccine booking,45,India
2021-04-10,COVID vaccine booking,55,India
2021-04-11,COVID vaccine booking,61,India
2021-04-12,COVID vaccine booking,44,India
2021-04-13,COVID vaccine booking,45,India
2021-04-14,COVID vaccine booking,60,India
2021-04-15,COVID vaccine booking,30,India
2021-04-16,COVID vaccine booking,45,India
2021-04-17,COVID vaccine booking,50,India
2021-04-18,COVID vaccine booking,53,India
2021-04-19,COVID vaccine booking,43,India
2021-04-20,COVID vaccine booking,48,India
2021-04-21,COVID vaccine booking,23,India
2021-04-22,COVID vaccine booking,41,India
2021-04-23,COVID vaccine booking,52,India
2021-04-24,COVID vaccine booking,38,India
2021-04-25,COVID vaccine booking,48,India
2021-04-26,COVID vaccine booking,51,India
2021-04-27,COVID vaccine booking,43,India
2021-04-28,COVID vaccine booking,48,India
2021-04-29,COVID vaccine booking,37,India
2021-04-30,COVID vaccine booking,44,India
2021-05-01,COVID vaccine booking,52,India
2021-05-02,COVID vaccine booking,47,India
2021-05-03,COVID vaccine booking,40,India
2021-05-04,COVID vaccine booking,47,India
2021-05-05,COVID vaccine booking,52,India
2021-05-06,COVID vaccine booking,24,India
2021-05-07,COVID vaccine booking,56,India
2021-05-08,COVID vaccine booking,41,India
2021-05-09,COVID vaccine booking,48,India
2021-05-10,COVID vaccine booking,55,India
2021-05-11,COVID vaccine booking,29,India
2021-05-12,COVID vaccine booking,36,India
2021-05-13,COVID vaccine booking,40,India
2021-05-14,COVID vaccine booking,34,India
2021-05-15,COVID vaccine booking,59,India
2021-05-16,COVID vaccine booking,33,India
2021-05-17,COVID vaccine booking,35,India
2021-05-18,COVID vaccine booking,43,India
2021-05-19,COVID vaccine booking,28,India
2021-05-20,COVID vaccine booking,36,India
2021-05-21,COVID vaccine booking,43,India
2021-05-22,COVID vaccine booking,36,India
2021-05-23,COVID vaccine booking,38,India
2021-05-24,COVID vaccine booking,33,India
2021-05-25,COVID vaccine booking,23,India
2021-05-26,COVID vaccine booking,41,India
2021-05-27,COVID vaccine booking,55,India
2021-05-28,COVID vaccine booking,37,India
2021-05-29,COVID vaccine booking,39,India
2021-05-30,COVID vaccine booking,43,India
2021-05-31,COVID vaccine booking,23,India
2021-06-01,COVID vaccine booking,52,India
2021-06-02,COVID vaccine booking,37,India
2021-06-03,COVID vaccine booking,50,India
2021-06-04,COVID vaccine booking,26,India
2021-06-05,COVID vaccine booking,51,India
2021-06-06,COVID vaccine booking,40,India
2021-06-07,COVID vaccine booking,38,India
2021-06-08,COVID vaccine booking,34,India
2021-06-09,COVID vaccine booking,29,India
2021-06-10,COVID vaccine booking,43,India
2021-06-11,COVID vaccine booking,32,India
2021-06-12,COVID vaccine booking,10,India
2021-06-13,COVID vaccine booking,18,India
2021-06-14,COVID vaccine booking,27,India
2021-06-15,COVID vaccine booking,32,India
2021-06-16,COVID vaccine booking,27,India
2021-06-17,COVID vaccine booking,40,India
2021-06-18,COVID vaccine booking,7,India
2021-06-19,COVID vaccine booking,28,India
2021-06-20,COVID vaccine booking,8,India
2021-06-21,COVID vaccine booking,33,India
2021-06-22,COVID vaccine booking,24,India
2021-06-23,COVID vaccine booking,29,India
2021-06-24,COVID vaccine booking,15,India
2021-06-25,COVID vaccine booking,36,India
2021-06-26,COVID vaccine booking,33,India
2021-06-27,COVID vaccine booking,28,India
2021-06-28,COVID vaccine booking,21,India
2021-06-29,COVID vaccine booking,27,India
2021-06-30,COVID vaccine booking,14,India
2021-07-01,COVID vaccine booking,29,India
2021-07-02,COVID vaccine booking,36,India
2021-07-03,COVID vaccine booking,30,India
2021-07-04,COVID vaccine booking,11,India
2021-07-05,COVID vaccine booking,22,India
2021-07-06,COVID vaccine booking,5,India
2021-07-07,COVID vaccine booking,23,India
2021-07-08,COVID vaccine booking,21,India
2021-07-09,COVID vaccine booking,0,India
2021-07-10,COVID vaccine booking,4,India
2021-07-11,COVID vaccine booking,12,India
2021-07-12,COVID vaccine booking,12,India
2021-07-13,COVID vaccine booking,2,India
2021-07-14,COVID vaccine booking,17,India
2021-07-15,COVID vaccine booking,16,India
2021-07-16,COVID vaccine booking,11,India
2021-07-17,COVID vaccine booking,5,India
2021-07-18,COVID vaccine booking,22,India
2021-07-19,COVID vaccine booking,28,India
2021-07-20,COVID vaccine booking,6,India
2021-07-21,COVID vaccine booking,4,India
2021-07-22,COVID vaccine booking,15,India
2021-07-23,COVID vaccine booking,6,India
2021-07-24,COVID vaccine booking,7,India
2021-07-25,COVID vaccine booking,16,India
2021-07-26,COVID vaccine booking,0,India
2021-07-27,COVID vaccine booking,20,India
2021-07-28,COVID vaccine booking,7,India
2021-07-29,COVID vaccine booking,2,India
2021-07-30,COVID vaccine booking,5,India
2021-07-31,COVID vaccine booking,5,India
2021-08-01,COVID vaccine booking,0,India
2021-08-02,COVID vaccine booking,19,India
2021-08-03,COVID vaccine booking,4,India
2021-08-04,COVID vaccine booking,8,India
2021-08-05,COVID vaccine booking,13,India
2021-08-06,COVID vaccine booking,0,India
2021-08-07,COVID vaccine booking,7,India
2021-08-08,COVID vaccine booking,0,India
2021-08-09,COVID vaccine booking,10,India
2021-08-10,COVID vaccine booking,0,India
2021-08-11,COVID vaccine booking,0,India
2021-08-12,COVID vaccine booking,0,India
2021-08-13,COVID vaccine booking,4,India
2021-08-14,COVID vaccine booking,4,India
2021-08-15,COVID vaccine booking,0,India
2021-08-16,COVID vaccine booking,0,India
2021-08-17,COVID vaccine booking,0,India
2021-08-18,COVID vaccine booking,0,India
2021-08-19,COVID vaccine booking,6,India
2021-08-20,COVID vaccine booking,0,India
2021-08-21,COVID vaccine booking,0,India
2021-08-22,COVID vaccine booking,0,India
2021-08-23,COVID vaccine booking,0,India
2021-08-24,COVID vaccine booking,0,India
2021-08-25,COVID vaccine booking,0,India
2021-08-26,COVID vaccine booking,0,India
2021-08-27,COVID vaccine booking,8,India
2021-08-28,COVID vaccine booking,0,India
2021-08-29,COVID vaccine booking,0,India
2021-08-30,COVID vaccine booking,0,India
2021-08-31,COVID vaccine booking,0,India
2021-09-01,COVID vaccine booking,0,India
2021-09-02,COVID vaccine booking,0,India
2021-09-03,COVID vaccine booking,0,India
2021-09-04,COVID vaccine booking,0,India
2021-09-05,COVID vaccine booking,0,India
2021-09-06,COVID vaccine booking,0,India
2021-09-07,COVID vaccine booking,0,India
2021-09-08,COVID vaccine booking,0,India
2021-09-09,COVID vaccine booking,0,India
2021-09-10,COVID vaccine booking,0,India
2021-09-11,COVID vaccine booking,0,India
2021-09-12,COVID vaccine booking,0,India
2021-09-13,COVID vaccine booking,0,India
2021-09-14,COVID vaccine booking,0,India
2021-09-15,COVID vaccine booking,0,India
2021-09-16,COVID vaccine booking,0,India
2021-09-17,COVID vaccine booking,0,India
2021-09-18,COVID vaccine booking,0,India
2021-09-19,COVID vaccine booking,0,India
2021-09-20,COVID vaccine booking,0,India
2021-09-21,COVID vaccine booking,0,India
2021-09-22,COVID vaccine booking,0,India
2021-09-23,COVID vaccine booking,3,India
2021-09-24,COVID vaccine booking,0,India
2021-09-25,COVID vaccine booking,0,India
2021-09-26,COVID vaccine booking,0,India
2021-09-27,COVID vaccine booking,8,India
2021-09-28,COVID vaccine booking,0,India
2021-09-29,COVID vaccine booking,0,India
2021-09-30,COVID vaccine booking,12,India
2021-10-01,COVID vaccine booking,0,India
2021-10-02,COVID vaccine booking,0,India
2021-10-03,COVID vaccine booking,0,India
2021-10-04,COVID vaccine booking,0,India
2021-10-05,COVID vaccine booking,0,India
2021-10-06,COVID vaccine booking,0,India
2021-10-07,COVID vaccine booking,0,India
2021-10-08,COVID vaccine booking,0,India
2021-10-09,COVID vaccine booking,0,India
2021-10-10,COVID vaccine booking,0,India
2021-10-11,COVID vaccine booking,3,India
2021-10-12,COVID vaccine booking,0,India
2021-10-13,COVID vaccine booking,0,India
2021-10-14,COVID vaccine booking,0,India
2021-10-15,COVID vaccine booking,0,India
2021-10-16,COVID vaccine booking,0,India
2021-10-17,COVID vaccine booking,0,India
2021-10-18,COVID vaccine booking,3,India
2021-10-19,COVID vaccine booking,0,India
2021-10-20,COVID vaccine booking,8,India
2021-10-21,COVID vaccine booking,6,India
2021-10-22,COVID vaccine booking,0,India
2021-10-23,COVID vaccine booking,9,India
2021-10-24,COVID vaccine booking,0,India
2021-10-25,COVID vaccine booking,0,India
2021-10-26,COVID vaccine booking,0,India
2021-10-27,COVID vaccine booking,0,India
2021-10-28,COVID vaccine booking,0,India
2021-10-29,COVID vaccine booking,0,India
2021-10-30,COVID vaccine booking,7,India
2021-10-31,COVID vaccine booking,0,India
2021-11-01,COVID vaccine booking,0,India
2021-11-02,COVID vaccine booking,0,India
2021-11-03,COVID vaccine booking,0,India
2021-11-04,COVID vaccine booking,7,India
2021-11-05,COVID vaccine booking,2,India
2021-11-06,COVID vaccine booking,0,India
2021-11-07,COVID vaccine booking,0,India
2021-11-08,COVID vaccine booking,0,India
2021-11-09,COVID vaccine booking,0,India
2021-11-10,COVID vaccine booking,15,India
2021-11-11,COVID vaccine booking,0,India
2021-11-12,COVID vaccine booking,0,India
2021-11-13,COVID vaccine booking,7,India
2021-11-14,COVID vaccine booking,0,India
2021-11-15,COVID vaccine booking,0,India
2021-11-16,COVID vaccine booking,8,India
2021-11-17,COVID vaccine booking,0,India
2021-11-18,COVID vaccine booking,28,India
2021-11-19,COVID vaccine booking,0,India
2021-11-20,COVID vaccine booking,10,India
2021-11-21,COVID vaccine booking,0,India
2021-11-22,COVID vaccine booking,8,India
2021-11-23,COVID vaccine booking,5,India
2021-11-24,COVID vaccine booking,0,India
2021-11-25,COVID vaccine booking,4,India
2021-11-26,COVID vaccine booking,0,India
2021-11-27,COVID vaccine booking,9,India
2021-11-28,COVID vaccine booking,6,India
2021-11-29,COVID vaccine booking,10,India
2021-11-30,COVID vaccine booking,14,India
2021-12-01,COVID vaccine booking,8,India
2021-12-02,COVID vaccine booking,6,India
2021-12-03,COVID vaccine booking,0,India
2021-12-04,COVID vaccine booking,0,India
2021-12-05,COVID vaccine booking,18,India
2021-12-06,COVID vaccine booking,21,India
2021-12-07,COVID vaccine booking,5,India
2021-12-08,COVID vaccine booking,8,India
2021-12-09,COVID vaccine booking,0,India
2021-12-10,COVID vaccine booking,20,India
2021-12-11,COVID vaccine booking,16,India
2021-12-12,COVID vaccine booking,29,India
2021-12-13,COVID vaccine booking,1,India
2021-12-14,COVID vaccine booking,7,India
2021-12-15,COVID vaccine booking,13,India
2021-12-16,COVID vaccine booking,18,India
2021-12-17,COVID vaccine booking,10,India
2021-12-18,COVID vaccine booking,4,India
2021-12-19,COVID vaccine booking,22,India
2021-12-20,COVID vaccine booking,21,India
2021-12-21,COVID vaccine booking,5,India
2021-12-22,COVID vaccine booking,28,India
2021-12-23,COVID vaccine booking,27,India
2021-12-24,COVID vaccine booking,17,India
2021-12-25,COVID vaccine booking,17,India
2021-12-26,COVID vaccine booking,22,India
2021-12-27,COVID vaccine booking,8,India
2021-12-28,COVID vaccine booking,18,India
2021-12-29,COVID vaccine booking,0,India
2021-12-30,COVID vaccine booking,27,India
2021-12-31,COVID vaccine booking,3,India
2022-01-01,COVID vaccine booking,35,India
2022-01-02,COVID vaccine booking,17,India
2022-01-03,COVID vaccine booking,18,India
2022-01-04,COVID vaccine booking,15,India
2022-01-05,COVID vaccine booking,19,India
2022-01-06,COVID vaccine booking,36,India
2022-01-07,COVID vaccine booking,0,India
2022-01-08,COVID vaccine booking,36,India
2022-01-09,COVID vaccine booking,27,India
2022-01-10,COVID vaccine booking,12,India
2022-01-11,COVID vaccine booking,14,India
2022-01-12,COVID vaccine booking,42,India
2022-01-13,COVID vaccine booking,16,India
2022-01-14,COVID vaccine booking,15,India
2022-01-15,COVID vaccine booking,38,India
2022-01-16,COVID vaccine booking,31,India
2022-01-17,COVID vaccine booking,18,India
2022-01-18,COVID vaccine booking,30,India
2022-01-19,COVID vaccine booking,18,India
2022-01-20,COVID vaccine booking,40,India
2022-01-21,COVID vaccine booking,40,India
2022-01-22,COVID vaccine booking,35,India
2022-01-23,COVID vaccine booking,34,India
2022-01-24,COVID vaccine booking,49,India
2022-01-25,COVID vaccine booking,32,India
2022-01-26,COVID vaccine booking,20,India
2022-01-27,COVID vaccine booking,37,India
2022-01-28,COVID vaccine booking,54,India
2022-01-29,COVID vaccine booking,23,India
2022-01-30,COVID vaccine booking,30,India
2022-01-31,COVID vaccine booking,38,India
2022-02-01,COVID vaccine booking,34,India
2022-02-02,COVID vaccine booking,25,India
2022-02-03,COVID vaccine booking,47,India
2022-02-04,COVID vaccine booking,59,India
2022-02-05,COVID vaccine booking,38,India
2022-02-06,COVID vaccine booking,28,India
2022-02-07,COVID vaccine booking,22,India
2022-02-08,COVID vaccine booking,40,India
2022-02-09,COVID vaccine booking,49,India
2022-02-10,COVID vaccine booking,43,India
2022-02-11,COVID vaccine booking,39,India
2022-02-12,COVID vaccine booking,33,India
2022-02-13,COVID vaccine booking,29,India
2022-02-14,COVID vaccine booking,48,India
2022-02-15,COVID vaccine booking,50,India
2022-02-16,COVID vaccine booking,25,India
2022-02-17,COVID vaccine booking,57,India
2022-02-18,COVID vaccine booking,47,India
2022-02-19,COVID vaccine booking,56,India
2022-02-20,COVID vaccine booking,29,India
2022-02-21,COVID vaccine booking,29,India
2022-02-22,COVID vaccine booking,41,India
2022-02-23,COVID vaccine booking,48,India
2022-02-24,COVID vaccine booking,62,India
2022-02-25,COVID vaccine booking,51,India
2022-02-26,COVID vaccine booking,42,India
2022-02-27,COVID vaccine booking,34,India
2022-02-28,COVID vaccine booking,57,India
2022-03-01,COVID vaccine booking,35,India
2022-03-02,COVID vaccine booking,62,India
2022-03-03,COVID vaccine booking,43,India
2022-03-04,COVID vaccine booking,62,India
2022-03-05,COVID vaccine booking,53,India
2022-03-06,COVID vaccine booking,45,India
2022-03-07,COVID vaccine booking,41,India
2022-03-08,COVID vaccine booking,43,India
2022-03-09,COVID vaccine booking,51,India
2022-03-10,COVID vaccine booking,48,India
2022-03-11,COVID vaccine booking,41,India
2022-03-12,COVID vaccine booking,46,India
2022-03-13,COVID vaccine booking,48,India
2022-03-14,COVID vaccine booking,27,India
2022-03-15,COVID vaccine booking,53,India
2022-03-16,COVID vaccine booking,38,India
2022-03-17,COVID vaccine booking,37,India
2022-03-18,COVID vaccine booking,32,India
2022-03-19,COVID vaccine booking,31,India
2022-03-20,COVID vaccine booking,35,India
2022-03-21,COVID vaccine booking,42,India
2022-03-22,COVID vaccine booking,68,India
2022-03-23,COVID vaccine booking,44,India
2022-03-24,COVID vaccine booking,51,India
2022-03-25,COVID vaccine booking,53,India
2022-03-26,COVID vaccine booking,51,India
2022-03-27,COVID vaccine booking,49,India
2022-03-28,COVID vaccine booking,37,India
2022-03-29,COVID vaccine booking,64,India
2022-03-30,COVID vaccine booking,68,India
2022-03-31,COVID vaccine booking,33,India
2022-04-01,COVID vaccine booking,39,India
2022-04-02,COVID vaccine booking,47,India
2022-04-03,COVID vaccine booking,40,India
2022-04-04,COVID vaccine booking,55,India
2022-04-05,COVID vaccine booking,42,India
2022-04-06,COVID vaccine booking,71,India
2022-04-07,COVID vaccine booking,61,India
2022-04-08,COVID vaccine booking,51,India
2022-04-09,COVID vaccine booking,60,India
2022-04-10,COVID vaccine booking,60,India
2022-04-11,COVID vaccine booking,44,India
2022-04-12,COVID vaccine booking,41,India
2022-04-13,COVID vaccine booking,50,India
2022-04-14,COVID vaccine booking,58,India
2022-04-15,COVID vaccine booking,50,India
2022-04-16,COVID vaccine booking,33,India
2022-04-17,COVID vaccine booking,41,India
2022-04-18,COVID vaccine booking,48,India
2022-04-19,COVID vaccine booking,48,India
2022-04-20,COVID vaccine booking,68,India
2022-04-21,COVID vaccine booking,34,India
2022-04-22,COVID vaccine booking,53,India
2022-04-23,COVID vaccine booking,62,India
2022-04-24,COVID vaccine booking,70,India
2022-04-25,COVID vaccine booking,43,India
2022-04-26,COVID vaccine booking,52,India
2022-04-27,COVID vaccine booking,53,India
2022-04-28,COVID vaccine booking,49,India
2022-04-29,COVID vaccine booking,45,India
2022-04-30,COVID vaccine booking,51,India
2022-05-01,COVID vaccine booking,21,India
2022-05-02,COVID vaccine booking,52,India
2022-05-03,COVID vaccine booking,47,India
2022-05-04,COVID vaccine booking,43,India
2022-05-05,COVID vaccine booking,65,India
2022-05-06,COVID vaccine booking,38,India
2022-05-07,COVID vaccine booking,40,India
2022-05-08,COVID vaccine booking,64,India
2022-05-09,COVID vaccine booking,35,India
2022-05-10,COVID vaccine booking,38,India
2022-05-11,COVID vaccine booking,42,India
2022-05-12,COVID vaccine booking,51,India
2022-05-13,COVID vaccine booking,44,India
2022-05-14,COVID vaccine booking,29,India
2022-05-15,COVID vaccine booking,36,India
2022-05-16,COVID vaccine booking,35,India
2022-05-17,COVID vaccine booking,40,India
2022-05-18,COVID vaccine booking,45,India
2022-05-19,COVID vaccine booking,44,India
2022-05-20,COVID vaccine booking,22,India
2022-05-21,COVID vaccine booking,50,India
2022-05-22,COVID vaccine booking,42,India
2022-05-23,COVID vaccine booking,53,India
2022-05-24,COVID vaccine booking,43,India
2022-05-25,COVID vaccine booking,49,India
2022-05-26,COVID vaccine booking,42,India
2022-05-27,COVID vaccine booking,51,India
2022-05-28,COVID vaccine booking,42,India
2022-05-29,COVID vaccine booking,35,India
2022-05-30,COVID vaccine booking,59,India
2022-05-31,COVID vaccine booking,44,India
2022-06-01,COVID vaccine booking,41,India
2022-06-02,COVID vaccine booking,22,India
2022-06-03,COVID vaccine booking,21,India
2022-06-04,COVID vaccine booking,37,India
2022-06-05,COVID vaccine booking,35,India
2022-06-06,COVID vaccine booking,27,India
2022-06-07,COVID vaccine booking,34,India
2022-06-08,COVID vaccine booking,48,India
2022-06-09,COVID vaccine booking,38,India
2022-06-10,COVID vaccine booking,19,India
2022-06-11,COVID vaccine booking,29,India
2022-06-12,COVID vaccine booking,22,India
2022-06-13,COVID vaccine booking,26,India
2022-06-14,COVID vaccine booking,25,India
2022-06-15,COVID vaccine booking,24,India
2022-06-16,COVID vaccine booking,15,India
2022-06-17,COVID vaccine booking,26,India
2022-06-18,COVID vaccine booking,21,India
2022-06-19,COVID vaccine booking,0,India
2022-06-20,COVID vaccine booking,46,India
2022-06-21,COVID vaccine booking,36,India
2022-06-22,COVID vaccine booking,21,India
2022-06-23,COVID vaccine booking,25,India
2022-06-24,COVID vaccine booking,12,India
2022-06-25,COVID vaccine booking,40,India
2022-06-26,COVID vaccine booking,42,India
2022-06-27,COVID vaccine booking,24,India
2022-06-28,COVID vaccine booking,32,India
2022-06-29,COVID vaccine booking,23,India
2022-06-30,COVID vaccine booking,7,India
2022-07-01,COVID vaccine booking,16,India
2022-07-02,COVID vaccine booking,21,India
2022-07-03,COVID vaccine booking,15,India
2022-07-04,COVID vaccine booking,17,India
2022-07-05,COVID vaccine booking,17,India
2022-07-06,COVID vaccine booking,17,India
2022-07-07,COVID vaccine booking,18,India
2022-07-08,COVID vaccine booking,6,India
2022-07-09,COVID vaccine booking,9,India
2022-07-10,COVID vaccine booking,3,India
2022-07-11,COVID vaccine booking,25,India
2022-07-12,COVID vaccine booking,0,India
2022-07-13,COVID vaccine booking,26,India
2022-07-14,COVID vaccine booking,27,India
2022-07-15,COVID vaccine booking,10,India
2022-07-16,COVID vaccine booking,0,India
2022-07-17,COVID vaccine booking,8,India
2022-07-18,COVID vaccine booking,11,India
2022-07-19,COVID vaccine booking,1,India
2022-07-20,COVID vaccine booking,5,India
2022-07-21,COVID vaccine booking,25,India
2022-07-22,COVID vaccine booking,16,India
2022-07-23,COVID vaccine booking,0,India
2022-07-24,COVID vaccine booking,0,India
2022-07-25,COVID vaccine booking,5,India
2022-07-26,COVID vaccine booking,6,India
2022-07-27,COVID vaccine booking,12,India
2022-07-28,COVID vaccine booking,1,India
2022-07-29,COVID vaccine booking,11,India
2022-07-30,COVID vaccine booking,25,India
2022-07-31,COVID vaccine booking,14,India
2022-08-01,COVID vaccine booking,4,India
2022-08-02,COVID vaccine booking,3,India
2022-08-03,COVID vaccine booking,0,India
2022-08-04,COVID vaccine booking,15,India
2022-08-05,COVID vaccine booking,0,India
2022-08-06,COVID vaccine booking,3,India
2022-08-07,COVID vaccine booking,3,India
2022-08-08,COVID vaccine booking,0,India
2022-08-09,COVID vaccine booking,0,India
2022-08-10,COVID vaccine booking,4,India
2022-08-11,COVID vaccine booking,0,India
2022-08-12,COVID vaccine booking,5,India
2022-08-13,COVID vaccine booking,0,India
2022-08-14,COVID vaccine booking,12,India
2022-08-15,COVID vaccine booking,0,India
2022-08-16,COVID vaccine booking,16,India
2022-08-17,COVID vaccine booking,0,India
2022-08-18,COVID vaccine booking,2,India
2022-08-19,COVID vaccine booking,2,India
2022-08-20,COVID vaccine booking,0,India
2022-08-21,COVID vaccine booking,1,India
2022-08-22,COVID vaccine booking,9,India
2022-08-23,COVID vaccine booking,0,India
2022-08-24,COVID vaccine booking,1,India
2022-08-25,COVID vaccine booking,0,India
2022-08-26,COVID vaccine booking,0,India
2022-08-27,COVID vaccine booking,11,India
2022-08-28,COVID vaccine booking,0,India
2022-08-29,COVID vaccine booking,0,India
2022-08-30,COVID vaccine booking,0,India
2022-08-31,COVID vaccine booking,15,India
2022-09-01,COVID vaccine booking,0,India
2022-09-02,COVID vaccine booking,0,India
2022-09-03,COVID vaccine booking,8,India
2022-09-04,COVID vaccine booking,11,India
2022-09-05,COVID vaccine booking,0,India
2022-09-06,COVID vaccine booking,0,India
2022-09-07,COVID vaccine booking,13,India
2022-09-08,COVID vaccine booking,8,India
2022-09-09,COVID vaccine booking,0,India
2022-09-10,COVID vaccine booking,0,India
2022-09-11,COVID vaccine booking,0,India
2022-09-12,COVID vaccine booking,0,India
2022-09-13,COVID vaccine booking,0,India
2022-09-14,COVID vaccine booking,5,India
2022-09-15,COVID vaccine booking,0,India
2022-09-16,COVID vaccine booking,0,India
2022-09-17,COVID vaccine booking,4,India
2022-09-18,COVID vaccine booking,0,India
2022-09-19,COVID vaccine booking,0,India
2022-09-20,COVID vaccine booking,5,India
2022-09-21,COVID vaccine booking,0,India
2022-09-22,COVID vaccine booking,0,India
2022-09-23,COVID vaccine booking,0,India
2022-09-24,COVID vaccine booking,0,India
2022-09-25,COVID vaccine booking,0,India
2022-09-26,COVID vaccine booking,15,India
2022-09-27,COVID vaccine booking,0,India
2022-09-28,COVID vaccine booking,0,India
2022-09-29,COVID vaccine booking,0,India
2022-09-30,COVID vaccine booking,0,India
2022-10-01,COVID vaccine booking,0,India
2022-10-02,COVID vaccine booking,0,India
2022-10-03,COVID vaccine booking,0,India
2022-10-04,COVID vaccine booking,0,India
2022-10-05,COVID vaccine booking,0,India
2022-10-06,COVID vaccine booking,2,India
2022-10-07,COVID vaccine booking,0,India
2022-10-08,COVID vaccine booking,0,India
2022-10-09,COVID vaccine booking,0,India
2022-10-10,COVID vaccine booking,1,India
2022-10-11,COVID vaccine booking,0,India
2022-10-12,COVID vaccine booking,0,India
2022-10-13,COVID vaccine booking,0,India
2022-10-14,COVID vaccine booking,3,India
2022-10-15,COVID vaccine booking,0,India
2022-10-16,COVID vaccine booking,0,India
2022-10-17,COVID vaccine booking,0,India
2022-10-18,COVID vaccine booking,0,India
2022-10-19,COVID vaccine booking,0,India
2022-10-20,COVID vaccine booking,0,India
2022-10-21,COVID vaccine booking,0,India
2022-10-22,COVID vaccine booking,0,India
2022-10-23,COVID vaccine booking,13,India
2022-10-24,COVID vaccine booking,5,India
2022-10-25,COVID vaccine booking,11,India
2022-10-26,COVID vaccine booking,0,India
2022-10-27,COVID vaccine booking,0,India
2022-10-28,COVID vaccine booking,0,India
2022-10-29,COVID vaccine booking,0,India
2022-10-30,COVID vaccine booking,0,India
2022-10-31,COVID vaccine booking,6,India
2022-11-01,COVID vaccine booking,0,India
2022-11-02,COVID vaccine booking,4,India
2022-11-03,COVID vaccine booking,0,India
2022-11-04,COVID vaccine booking,17,India
2022-11-05,COVID vaccine booking,0,India
2022-11-06,COVID vaccine booking,7,India
2022-11-07,COVID vaccine booking,7,India
2022-11-08,COVID vaccine booking,0,India
2022-11-09,COVID vaccine booking,6,India
2022-11-10,COVID vaccine booking,0,India
2022-11-11,COVID vaccine booking,0,India
2022-11-12,COVID vaccine booking,0,India
2022-11-13,COVID vaccine booking,0,India
2022-11-14,COVID vaccine booking,18,India
2022-11-15,COVID vaccine booking,0,India
2022-11-16,COVID vaccine booking,6,India
2022-11-17,COVID vaccine booking,0,India
2022-11-18,COVID vaccine booking,0,India
2022-11-19,COVID vaccine booking,10,India
2022-11-20,COVID vaccine booking,0,India
2022-11-21,COVID vaccine booking,0,India
2022-11-22,COVID vaccine booking,1,India
2022-11-23,COVID vaccine booking,2,India
2022-11-24,COVID vaccine booking,0,India
2022-11-25,COVID vaccine booking,6,India
2022-11-26,COVID vaccine booking,9,India
2022-11-27,COVID vaccine booking,10,India
2022-11-28,COVID vaccine booking,0,India
2022-11-29,COVID vaccine booking,1,India
2022-11-30,COVID vaccine booking,16,India
2022-12-01,COVID vaccine booking,13,India
2022-12-02,COVID vaccine booking,0,India
2022-12-03,COVID vaccine booking,9,India
2022-12-04,COVID vaccine booking,0,India
2022-12-05,COVID vaccine booking,7,India
2022-12-06,COVID vaccine booking,25,India
2022-12-07,COVID vaccine booking,0,India
2022-12-08,COVID vaccine booking,0,India
2022-12-09,COVID vaccine booking,16,India
2022-12-10,COVID vaccine booking,0,India
2022-12-11,COVID vaccine booking,3,India
2022-12-12,COVID vaccine booking,15,India
2022-12-13,COVID vaccine booking,4,India
2022-12-14,COVID vaccine booking,8,India
2022-12-15,COVID vaccine booking,18,India
2022-12-16,COVID vaccine booking,16,India
2022-12-17,COVID vaccine booking,15,India
2022-12-18,COVID vaccine booking,9,India
2022-12-19,COVID vaccine booking,17,India
2022-12-20,COVID vaccine booking,12,India
2022-12-21,COVID vaccine booking,18,India
2022-12-22,COVID vaccine booking,9,India
2022-12-23,COVID vaccine booking,13,India
2022-12-24,COVID vaccine booking,5,India
2022-12-25,COVID vaccine booking,16,India
2022-12-26,COVID vaccine booking,8,India
2022-12-27,COVID vaccine booking,6,India
2022-12-28,COVID vaccine booking,20,India
2022-12-29,COVID vaccine booking,20,India
2022-12-30,COVID vaccine booking,26,India
2022-12-31,COVID vaccine booking,15,India
